elevation,avg_traffic_speed,pollution_level,population_density,road_quality_index,proximity_main_roads,weather_condition_index,type_of_terrain,zone_classification,time_of_day,traversal_cost
37.454011884736246,72.99983109899703,89.67361236132496,3707.7760155879764,8.3634800722049,580.779043417701,2.167785749022217,Park,Commercial,Morning,569.1064304710973
95.07143064099162,18.451199559871156,28.445332548617408,4405.509375481584,2.3074278614564987,526.9716495638984,5.857533153795304,Park,Residential,Afternoon,378.24589286886453
73.1993941811405,34.663969436988616,37.90776749166479,2315.899376895005,9.518174157747385,351.03694960333473,6.538476946565349,Residential Area,Residential,Morning,534.4027434584864
59.86584841970366,66.32806368578183,54.20133845427654,1445.893658367038,8.589017037218866,493.2126578961102,5.569347440421635,Road,Residential,Evening,826.217262544216
15.601864044243651,48.20893445244799,61.09600030948451,1594.2328717773075,9.269679684100021,365.09663544921034,5.658374940094032,Park,Residential,Morning,186.5371607612385
15.599452033620265,73.85710386348939,72.67854276316322,3484.7412918219693,3.570799662205415,657.9313354781524,2.4614546848458954,Residential Area,Industrial,Morning,252.835643150592
5.8083612168199465,96.12079012228597,76.63800868904832,2837.790169957481,4.0201294523180895,835.0296506604111,6.387171103360177,Residential Area,Industrial,Afternoon,164.66285190993366
86.61761457749351,11.654668771519749,136.71490364626078,2432.4706548862855,5.22932891089788,786.8944368419857,9.79103211807379,Road,Residential,Morning,345.20230530990045
60.11150117432088,70.95677163980609,152.87195724781236,1013.8703938808702,3.017805999195236,340.692423371993,9.782375106447454,Residential Area,Residential,Morning,1007.0071184619454
70.80725777960456,23.034415563211454,92.66376243790678,4377.278437494517,5.188803301170919,509.41949384905183,4.142297393219739,Commercial Area,Residential,Morning,373.3335731289459
2.0584494295802447,41.44767274075692,272.18892597621846,3905.1022375370303,1.0828151701833515,10.656299351090137,7.556049753435113,Commercial Area,Industrial,Afternoon,233.49012716983302
96.99098521619943,3.2862725795139824,165.94191700168636,703.193008696148,8.897829139042152,870.2781392243551,4.9741467759513185,Commercial Area,Industrial,Evening,152.95403829690142
83.24426408004217,13.590738229269894,236.24307841002204,1836.9422730106833,2.460646361368164,245.3958258519422,2.2398407444437947,Park,Industrial,Afternoon,287.5534157941079
21.233911067827616,31.977728904889968,277.271349726253,2710.660468194457,5.507630460176064,441.09149414280125,7.6634150095501905,Residential Area,Commercial,Morning,356.8891922811708
18.182496720710063,34.198580528798495,48.94053437274156,2271.69311385766,9.359438434554257,152.5504450189482,4.096378651638039,Residential Area,Industrial,Afternoon,146.26996847732983
18.34045098534338,89.95852164620958,128.36234511469036,1988.979193688692,8.388842883504458,678.1085724228153,7.84835684545871,Residential Area,Residential,Night,432.8190208055715
30.42422429595377,74.18129092665151,129.96312051438264,3594.1594878026467,7.985121202470919,545.297656690408,4.414390236058519,Commercial Area,Commercial,Afternoon,513.7398352440985
52.475643163223786,97.2182968187041,106.34167513150625,272.5175211891873,6.449010753774246,364.7897559873675,2.575131267720284,Residential Area,Residential,Morning,1045.8030604460134
43.194501864211574,59.90715103352405,2.671759965491982,2357.0516956297092,4.926461372958904,535.193644249553,8.677182666206562,Residential Area,Industrial,Night,525.1504781741012
29.122914019804192,24.171373209131797,244.7916323334285,1310.9084519480068,5.014336339347704,168.73658752711418,1.466768649291977,Park,Commercial,Evening,182.1700742579832
61.18528947223795,32.765502992164286,33.46779646617084,423.0919261737948,1.78269042704116,775.6384321463278,4.290146110245381,Residential Area,Commercial,Morning,421.7444271089624
13.949386065204184,31.983592329196707,298.6441793765277,2324.4357900148275,1.583073597609673,265.9591474462041,7.052848817005627,Road,Commercial,Night,309.53406916898
29.214464853521815,32.64943276632516,231.88754757335448,856.8434553528436,8.590946670616166,615.0245698915754,8.977271712108635,Road,Commercial,Evening,405.02993943455874
36.63618432936917,67.29641731118157,174.00300528195436,1291.121409451043,4.677868788412257,899.400037658225,2.449952082588605,Residential Area,Commercial,Afternoon,539.8750484970167
45.606998421703594,53.08079280904162,46.38192532247923,2535.04364755038,1.4861444173969187,38.58560844582137,1.8644937923133613,Park,Residential,Night,497.415044042424
78.51759613930136,38.54241780866443,154.6178914179741,4868.544899664107,6.967488467778868,387.53394295273915,3.719239762277132,Residential Area,Industrial,Afternoon,670.7626793471543
19.967378215835975,14.90897687287166,78.33262225734266,3421.2750340177795,7.14972160433472,134.91775968063524,3.305711860083167,Commercial Area,Commercial,Afternoon,92.04413521801963
51.42344384136116,2.2139162942145907,75.69675736292083,1398.1089907841238,3.046963223161071,908.6577103552372,7.2481891716060005,Road,Commercial,Night,86.92630036183733
59.24145688620425,21.88346775876926,248.85877481474563,1912.0302628768827,4.696476308101616,360.07744450042424,3.1389958711298673,Commercial Area,Commercial,Night,344.9640879856519
4.645041271999773,10.747140396868126,114.19332718783039,2030.6657616048863,6.1608166168363345,213.34092666445093,6.615777544928019,Road,Commercial,Afternoon,91.32950681928781
60.75448519014384,78.54450308522394,135.21714101724123,768.1881167218856,6.36653588916065,676.4765756864064,6.904058877891654,Commercial Area,Residential,Morning,1050.4310985954603
17.052412368729154,11.249795781388539,252.8894213340355,803.2709442984037,5.600039433407293,543.1927874256412,8.250258544888265,Park,Residential,Morning,254.31122567713172
6.505159298527952,72.42282373068362,26.337187715652767,741.9736174368225,4.277768149654923,816.9366817412314,6.430808800757506,Residential Area,Residential,Evening,113.78099861799379
94.88855372533332,38.56586897760826,178.38535592731486,2608.3206886845846,1.6193805458553039,753.0681587228455,9.288848300979769,Park,Residential,Morning,907.7496356188817
96.56320330745594,7.337838974377597,173.46470441191133,3370.9304336985415,1.2005525371232284,974.6698529528342,7.2288697328919245,Commercial Area,Residential,Morning,280.5032542599563
